ENSGID	CHR	START	END	TSS	STRAND	NAME	TYPE
ENSG00000171680	1	6467122	6520074	6520074	-	PLEKHG5	protein_coding
ENSG00000162408	1	6521347	6554513	6554513	-	NOL9	protein_coding
ENSG00000173662	1	6555307	6579755	6555307	+	TAS1R1	protein_coding
ENSG00000204859	1	6579994	6589280	6579994	+	ZBTB48	protein_coding
ENSG00000162413	1	6590724	6614607	6614607	-	KLHL21	protein_coding
ENSG00000116273	1	6613731	6624030	6613731	+	PHF13	protein_coding
ENSG00000041988	1	6624868	6635586	6624868	+	THAP3	protein_coding
ENSG00000007923	1	6634168	6701924	6701924	-	DNAJC11	protein_coding
ENSG00000171735	1	6785454	7769706	6785454	+	CAMTA1	protein_coding
ENSG00000049245	1	7771296	7781432	7771296	+	VAMP3	protein_coding
ENSG00000049246	1	7784291	7845177	7784291	+	PER3	protein_coding
ENSG00000049247	1	7843083	7853512	7853512	-	UTS2	protein_coding
ENSG00000049249	1	7915871	7943165	7943165	-	TNFRSF9	protein_coding
ENSG00000116288	1	7954291	7985505	7954291	+	PARK7	protein_coding
ENSG00000116285	1	8004404	8026309	8026309	-	ERRFI1	protein_coding
ENSG00000162426	1	8318114	8344167	8318114	+	SLC45A1	protein_coding
ENSG00000142599	1	8352397	8848921	8848921	-	RERE	protein_coding
ENSG00000074800	1	8861000	8879190	8879190	-	ENO1	protein_coding
ENSG00000131686	1	8945867	8975092	8945867	+	CA6	protein_coding
ENSG00000197241	1	9002973	9026423	9026423	-	SLC2A7	protein_coding
ENSG00000142583	1	9035106	9088478	9088478	-	SLC2A5	protein_coding
ENSG00000180758	1	9100305	9129102	9129102	-	GPR157	protein_coding
ENSG00000049239	1	9234774	9271337	9234774	+	H6PD	protein_coding
ENSG00000171621	1	9292894	9369532	9292894	+	SPSB1	protein_coding
ENSG00000171612	1	9539465	9585173	9539465	+	SLC25A33	protein_coding
ENSG00000188807	1	9588911	9614877	9588911	+	TMEM201	protein_coding
ENSG00000171608	1	9629889	9729114	9629889	+	PIK3CD	protein_coding
ENSG00000171603	1	9728926	9823984	9823984	-	CLSTN1	protein_coding
ENSG00000178585	1	9848276	9910336	9910336	-	CTNNBIP1	protein_coding
ENSG00000162441	1	9922113	9943407	9943407	-	LZIC	protein_coding
ENSG00000173614	1	9943428	9985501	9943428	+	NMNAT1	protein_coding
ENSG00000162444	1	9997206	10016021	9997206	+	RBP7	protein_coding
ENSG00000130939	1	10032832	10181239	10032832	+	UBE4B	protein_coding
ENSG00000054523	1	10210570	10381603	10210570	+	KIF1B	protein_coding
ENSG00000142657	1	10398592	10420511	10398592	+	PGD	protein_coding
ENSG00000251503	1	10430102	10452153	10430102	+	CENPS-CORT	protein_coding
ENSG00000175279	1	10430433	10442808	10430433	+	CENPS	protein_coding
ENSG00000241563	1	10450031	10451998	10450031	+	CORT	protein_coding
ENSG00000160049	1	10456522	10472529	10472529	-	DFFA	protein_coding
ENSG00000142655	1	10472288	10630758	10472288	+	PEX14	protein_coding
ENSG00000130940	1	10636604	10796650	10796650	-	CASZ1	protein_coding
ENSG00000175262	1	10946471	10982076	10982076	-	C1orf127	protein_coding
ENSG00000120948	1	11012344	11030528	11012344	+	TARDBP	protein_coding
ENSG00000009724	1	11022009	11047239	11047239	-	MASP2	protein_coding
ENSG00000116649	1	11054584	11060020	11060020	-	SRM	protein_coding
ENSG00000171824	1	11066618	11099869	11099869	-	EXOSC10	protein_coding
ENSG00000198793	1	11106535	11262556	11262556	-	MTOR	protein_coding
ENSG00000171819	1	11189355	11195981	11189355	+	ANGPTL7	protein_coding
ENSG00000120942	1	11273198	11296049	11273198	+	UBIAD1	protein_coding
ENSG00000204624	1	11479155	11537551	11479155	+	DISP3	protein_coding
ENSG00000116661	1	11637018	11655785	11655785	-	FBXO2	protein_coding
ENSG00000132879	1	11654375	11663327	11654375	+	FBXO44	protein_coding
ENSG00000116670	1	11657230	11691811	11691811	-	MAD2L2	protein_coding
ENSG00000116663	1	11664200	11674354	11664200	+	FBXO6	protein_coding
ENSG00000162490	1	11691710	11725857	11691710	+	DRAXIN	protein_coding
ENSG00000177674	1	11736084	11754802	11736084	+	AGTRAP	protein_coding
ENSG00000215910	1	11761787	11789585	11761787	+	C1orf167	protein_coding
ENSG00000177000	1	11785723	11806455	11806455	-	MTHFR	protein_coding
ENSG00000011021	1	11806096	11848079	11806096	+	CLCN6	protein_coding
ENSG00000175206	1	11845709	11848345	11848345	-	NPPA	protein_coding
ENSG00000120937	1	11857464	11858945	11858945	-	NPPB	protein_coding
ENSG00000116685	1	11919591	11926428	11926428	-	KIAA2013	protein_coding
ENSG00000083444	1	11934205	11975538	11934205	+	PLOD1	protein_coding
ENSG00000116688	1	11980181	12015211	11980181	+	MFN2	protein_coding
ENSG00000116691	1	12019466	12032045	12019466	+	MIIP	protein_coding
ENSG00000120949	1	12063303	12144207	12063303	+	TNFRSF8	protein_coding
ENSG00000028137	1	12166991	12209228	12166991	+	TNFRSF1B	protein_coding
ENSG00000048707	1	12230030	12512047	12230030	+	VPS13D	protein_coding
ENSG00000162496	1	12567909	12620133	12620133	-	DHRS3	protein_coding
ENSG00000204518	1	12644085	12667076	12644085	+	AADACL4	protein_coding
ENSG00000188984	1	12716110	12728760	12716110	+	AADACL3	protein_coding
ENSG00000157330	1	12746200	12763699	12746200	+	CFAP107	protein_coding
ENSG00000116726	1	12773738	12777906	12773738	+	PRAMEF12	protein_coding
ENSG00000116721	1	12791397	12796628	12791397	+	PRAMEF1	protein_coding
ENSG00000239810	1	12824605	12831410	12831410	-	PRAMEF11	protein_coding
ENSG00000179172	1	12847377	12848720	12848720	-	HNRNPCL1	protein_coding
ENSG00000120952	1	12857086	12861909	12857086	+	PRAMEF2	protein_coding
ENSG00000243073	1	12879212	12886201	12886201	-	PRAMEF4	protein_coding
ENSG00000187545	1	12892896	12898270	12898270	-	PRAMEF10	protein_coding
ENSG00000204510	1	12916610	12920751	12916610	+	PRAMEF7	protein_coding
ENSG00000232423	1	12938472	12947580	12947580	-	PRAMEF6	protein_coding
ENSG00000274764	1	13049476	13056575	13056575	-	PRAMEF27	protein_coding
ENSG00000277058	1	13060769	13062878	13060769	+	HNRNPCL3	protein_coding
ENSG00000229571	1	13068677	13077884	13068677	+	PRAMEF25	protein_coding
ENSG00000275774	1	13115488	13116854	13116854	-	HNRNPCL2	protein_coding
ENSG00000280267	1	13148905	13158116	13158116	-	PRAMEF26	protein_coding
ENSG00000179412	1	13163914	13165631	13165631	-	HNRNPCL4	protein_coding
ENSG00000204505	1	13171848	13179459	13171848	+	PRAMEF9	protein_coding
ENSG00000279169	1	13196188	13201409	13201409	-	PRAMEF13	protein_coding
ENSG00000279804	1	13222695	13226154	13226154	-	PRAMEF18	protein_coding
ENSG00000270601	1	13254198	13263435	13254198	+	PRAMEF5	protein_coding
ENSG00000182330	1	13281304	13285137	13285137	-	PRAMEF8	protein_coding
ENSG00000237700	1	13303539	13308907	13303539	+	PRAMEF33	protein_coding
ENSG00000204501	1	13315581	13322598	13315581	+	PRAMEF15	protein_coding
ENSG00000204481	1	13341892	13347134	13347134	-	PRAMEF14	protein_coding
ENSG00000204480	1	13368431	13371947	13371947	-	PRAMEF19	protein_coding
ENSG00000204479	1	13389632	13392629	13389632	+	PRAMEF17	protein_coding
ENSG00000204478	1	13410450	13421328	13410450	+	PRAMEF20	protein_coding
ENSG00000162494	1	13474973	13514003	13514003	-	LRRC38	protein_coding
ENSG00000162493	1	13583465	13617957	13583465	+	PDPN	protein_coding
ENSG00000116731	1	13700188	13825079	13700188	+	PRDM2	protein_coding
ENSG00000189337	1	13892792	15118043	13892792	+	KAZN	protein_coding
ENSG00000171729	1	15152532	15220478	15152532	+	TMEM51	protein_coding
ENSG00000142621	1	15236521	15400283	15236521	+	FHAD1	protein_coding
ENSG00000142634	1	15409888	15430339	15409888	+	EFHD2	protein_coding
ENSG00000162438	1	15438442	15449242	15438442	+	CTRC	protein_coding
ENSG00000142615	1	15456728	15472091	15456728	+	CELA2A	protein_coding
ENSG00000215704	1	15465909	15491395	15465909	+	CELA2B	protein_coding
ENSG00000132906	1	15490832	15526534	15526534	-	CASP9	protein_coding
ENSG00000116138	1	15526813	15592379	15526813	+	DNAJC16	protein_coding
ENSG00000116771	1	15571699	15585051	15585051	-	AGMAT	protein_coding
ENSG00000197312	1	15617458	15669044	15617458	+	DDI2	protein_coding
ENSG00000215695	1	15659713	15662033	15659713	+	RSC1A1	protein_coding
ENSG00000116786	1	15684320	15734769	15684320	+	PLEKHM2	protein_coding
ENSG00000162461	1	15736258	15741392	15736258	+	SLC25A34	protein_coding
ENSG00000162460	1	15742499	15747982	15742499	+	TMEM82	protein_coding
ENSG00000162458	1	15756607	15786594	15756607	+	FBLIM1	protein_coding
ENSG00000233954	1	15807169	15809348	15809348	-	UQCRHL	protein_coding
ENSG00000065526	1	15836095	15940456	15836095	+	SPEN	protein_coding
ENSG00000116809	1	15941869	15976132	15976132	-	ZBTB17	protein_coding
ENSG00000183888	1	16004236	16008807	16004236	+	SRARP	protein_coding
ENSG00000173641	1	16014028	16019594	16019594	-	HSPB7	protein_coding
ENSG00000186510	1	16018875	16034050	16018875	+	CLCNKA	protein_coding
ENSG00000184908	1	16040252	16057311	16040252	+	CLCNKB	protein_coding
ENSG00000185519	1	16057769	16073651	16073651	-	FAM131C	protein_coding
ENSG00000142627	1	16124337	16156069	16156069	-	EPHA2	protein_coding
ENSG00000142632	1	16197854	16212652	16212652	-	ARHGEF19	protein_coding
ENSG00000132881	1	16231692	16237183	16237183	-	CPLANE2	protein_coding
ENSG00000037637	1	16246840	16352480	16352480	-	FBXO42	protein_coding
ENSG00000055070	1	16352575	16398145	16352575	+	SZRD1	protein_coding
ENSG00000187144	1	16387117	16437424	16437424	-	SPATA21	protein_coding
ENSG00000157191	1	16440721	16460078	16440721	+	NECAP2	protein_coding
ENSG00000219481	1	16562319	16613562	16613562	-	NBPF1	protein_coding
ENSG00000058453	1	16740273	16972964	16740273	+	CROCC	protein_coding
ENSG00000117122	1	16974502	16980632	16980632	-	MFAP2	protein_coding
ENSG00000159363	1	16985958	17011928	17011928	-	ATP13A2	protein_coding
ENSG00000288636	1	17005068	17011757	17011757	-	ENSG00000288636	protein_coding
ENSG00000117118	1	17018664	17054151	17054151	-	SDHB	protein_coding
ENSG00000117115	1	17066761	17119451	17119451	-	PADI2	protein_coding
ENSG00000142623	1	17205128	17246007	17205128	+	PADI1	protein_coding
ENSG00000142619	1	17249098	17284233	17249098	+	PADI3	protein_coding
ENSG00000159339	1	17308195	17364004	17308195	+	PADI4	protein_coding
ENSG00000276747	1	17372196	17401699	17372196	+	PADI6	protein_coding
ENSG00000179051	1	17406760	17439677	17439677	-	RCC2	protein_coding
ENSG00000074964	1	17539698	17697874	17539698	+	ARHGEF10L	protein_coding
ENSG00000117148	1	17755333	17827063	17755333	+	ACTL8	protein_coding
ENSG00000117154	1	18107798	18378483	18107798	+	IGSF21	protein_coding
ENSG00000179023	1	18480930	18485974	18480930	+	KLHDC7A	protein_coding
ENSG00000009709	1	18630846	18748866	18630846	+	PAX7	protein_coding
ENSG00000179002	1	18839599	18859660	18859660	-	TAS1R2	protein_coding
ENSG00000159423	1	18871430	18902724	18902724	-	ALDH4A1	protein_coding
ENSG00000169991	1	18904280	18956676	18956676	-	IFFO2	protein_coding
ENSG00000127481	1	19074510	19210266	19210266	-	UBR4	protein_coding
ENSG00000127463	1	19215660	19251552	19251552	-	EMC1	protein_coding
ENSG00000053372	1	19251805	19260128	19251805	+	MRTO4	protein_coding
ENSG00000211454	1	19265982	19274194	19274194	-	AKR7L	protein_coding
ENSG00000162482	1	19282573	19288770	19288770	-	AKR7A3	protein_coding
ENSG00000053371	1	19301991	19312144	19312144	-	AKR7A2	protein_coding
ENSG00000040487	1	19312326	19329300	19312326	+	SLC66A1	protein_coding
ENSG00000077549	1	19338775	19485539	19485539	-	CAPZB	protein_coding
ENSG00000173436	1	19484403	19629821	19484403	+	MICOS10	protein_coding
ENSG00000158747	1	19596979	19658456	19596979	+	NBL1	protein_coding
ENSG00000270136	1	19597067	19656927	19597067	+	MICOS10-NBL1	protein_coding
ENSG00000158748	1	19664875	19680966	19664875	+	HTR6	protein_coding
ENSG00000162542	1	19682240	19799945	19799945	-	TMCO4	protein_coding
ENSG00000178828	1	19814029	19815283	19815283	-	RNF186	protein_coding
ENSG00000169914	1	19882395	19912945	19882395	+	OTUD3	protein_coding
ENSG00000188784	1	19920009	19923617	19923617	-	PLA2G2E	protein_coding
ENSG00000188257	1	19975431	19980416	19980416	-	PLA2G2A	protein_coding
ENSG00000127472	1	20028179	20091911	20028179	+	PLA2G5	protein_coding
ENSG00000117215	1	20111939	20119566	20119566	-	PLA2G2D	protein_coding
ENSG00000158786	1	20139323	20150381	20139323	+	PLA2G2F	protein_coding
ENSG00000187980	1	20161253	20186518	20186518	-	PLA2G2C	protein_coding
ENSG00000162543	1	20186096	20196050	20186096	+	UBXN10	protein_coding
ENSG00000158816	1	20290875	20359518	20290875	+	VWA5B1	protein_coding
ENSG00000162545	1	20482391	20486210	20486210	-	CAMK2N1	protein_coding
ENSG00000090432	1	20499448	20508151	20508151	-	MUL1	protein_coding
ENSG00000183114	1	20552573	20555020	20552573	+	FAM43B	protein_coding
ENSG00000158825	1	20589086	20618903	20589086	+	CDA	protein_coding
ENSG00000158828	1	20633458	20651511	20633458	+	PINK1	protein_coding
ENSG00000244038	1	20651767	20661544	20661544	-	DDOST	protein_coding
ENSG00000117245	1	20664014	20718017	20718017	-	KIF17	protein_coding
ENSG00000189410	1	20719731	20732837	20732837	-	SH2D5	protein_coding
ENSG00000127483	1	20740266	20787323	20787323	-	HP1BP3	protein_coding
ENSG00000075151	1	20806292	21177285	21177285	-	EIF4G3	protein_coding
ENSG00000117298	1	21217247	21345572	21345572	-	ECE1	protein_coding
ENSG00000142794	1	21440128	21485005	21440128	+	NBPF3	protein_coding
ENSG00000162551	1	21509397	21578410	21509397	+	ALPL	protein_coding
ENSG00000289715	1	21547404	21554002	21547404	+	ENSG00000289715	protein_coding
ENSG00000076864	1	21596221	21669357	21669357	-	RAP1GAP	protein_coding
ENSG00000090686	1	21678298	21783606	21783606	-	USP48	protein_coding
ENSG00000187942	1	21812265	21825225	21812265	+	LDLRAD2	protein_coding
ENSG00000142798	1	21822244	21937310	21937310	-	HSPG2	protein_coding
ENSG00000219073	1	21977022	21998642	21977022	+	CELA3B	protein_coding
ENSG00000142789	1	22001657	22012542	22001657	+	CELA3A	protein_coding
ENSG00000289694	1	22025142	22092943	22025142	+	ENSG00000289694	protein_coding
ENSG00000070831	1	22052627	22101360	22052627	+	CDC42	protein_coding
ENSG00000162552	1	22117313	22143969	22143969	-	WNT4	protein_coding
ENSG00000184677	1	22428838	22531157	22428838	+	ZBTB40	protein_coding
ENSG00000070886	1	22563489	22603595	22563489	+	EPHA8	protein_coding
ENSG00000173372	1	22635077	22639678	22635077	+	C1QA	protein_coding
ENSG00000289692	1	22636506	22644067	22636506	+	ENSG00000289692	protein_coding
ENSG00000159189	1	22643014	22648110	22643014	+	C1QC	protein_coding
ENSG00000173369	1	22652762	22661637	22652762	+	C1QB	protein_coding
ENSG00000133216	1	22710839	22921500	22710839	+	EPHB2	protein_coding
ENSG00000215906	1	22953043	22972866	22972866	-	LACTBL1	protein_coding
ENSG00000227868	1	23010834	23019100	23019100	-	TEX46	protein_coding
ENSG00000004487	1	23019443	23083689	23019443	+	KDM1A	protein_coding
ENSG00000169641	1	23084030	23178152	23178152	-	LUZP1	protein_coding
ENSG00000293565	1	23094326	23094376	23094376	-	ENSG00000293565	protein_coding
ENSG00000179546	1	23191895	23217502	23217502	-	HTR1D	protein_coding
ENSG00000125944	1	23303771	23344336	23344336	-	HNRNPR	protein_coding
ENSG00000125945	1	23359448	23369836	23369836	-	ZNF436	protein_coding
ENSG00000204219	1	23380909	23424748	23424748	-	TCEA3	protein_coding
ENSG00000088280	1	23428563	23484637	23484637	-	ASAP3	protein_coding
ENSG00000007968	1	23506438	23531233	23531233	-	E2F2	protein_coding
ENSG00000117318	1	23557926	23559501	23559501	-	ID3	protein_coding
ENSG00000142676	1	23691742	23696835	23691742	+	RPL11	protein_coding
ENSG00000011007	1	23743448	23762059	23743448	+	ELOA	protein_coding
ENSG00000057757	1	23778418	23788232	23778418	+	PITHD1	protein_coding
ENSG00000011009	1	23791110	23795539	23791110	+	LYPLA2	protein_coding
ENSG00000117308	1	23795599	23800781	23800781	-	GALE	protein_coding
ENSG00000117305	1	23801885	23838620	23838620	-	HMGCL	protein_coding
ENSG00000179163	1	23845077	23868290	23868290	-	FUCA1	protein_coding
ENSG00000188822	1	23870515	23913362	23913362	-	CNR2	protein_coding
ENSG00000189266	1	23956839	23963462	23956839	+	PNRC2	protein_coding
ENSG00000188529	1	23964347	23980927	23980927	-	SRSF10	protein_coding
ENSG00000142661	1	24056035	24112135	24112135	-	MYOM3	protein_coding
ENSG00000142677	1	24119771	24143140	24143140	-	IL22RA1	protein_coding
ENSG00000185436	1	24154168	24187959	24187959	-	IFNLR1	protein_coding
ENSG00000158055	1	24199558	24364482	24199558	+	GRHL3	protein_coding
ENSG00000001460	1	24356999	24416934	24416934	-	STPG1	protein_coding
ENSG00000001461	1	24415802	24475252	24415802	+	NIPAL3	protein_coding
ENSG00000117602	1	24502351	24541040	24502351	+	RCAN3	protein_coding
ENSG00000184454	1	24556087	24609328	24556087	+	NCMAP	protein_coding
ENSG00000133226	1	24631716	24673281	24631716	+	SRRM1	protein_coding
ENSG00000169504	1	24745382	24844321	24745382	+	CLIC4	protein_coding
ENSG00000020633	1	24899511	24965121	24965121	-	RUNX3	protein_coding
ENSG00000117614	1	25222276	25232502	25232502	-	SYF2	protein_coding
ENSG00000117616	1	25242249	25338213	25338213	-	RSRP1	protein_coding
ENSG00000187010	1	25272393	25330445	25272393	+	RHD	protein_coding
ENSG00000183726	1	25338317	25362361	25338317	+	TMEM50A	protein_coding
ENSG00000188672	1	25362249	25430192	25430192	-	RHCE	protein_coding
ENSG00000204178	1	25430858	25500209	25430858	+	MACO1	protein_coding
ENSG00000157978	1	25543604	25591200	25543604	+	LDLRAP1	protein_coding
ENSG00000117643	1	25616791	25784450	25616791	+	MAN1C1	protein_coding
ENSG00000162430	1	25800193	25818221	25800193	+	SELENON	protein_coding
ENSG00000255054	1	25811470	25823744	25811470	+	ENSG00000255054	protein_coding
ENSG00000117640	1	25818640	25832942	25818640	+	MTFR1L	protein_coding
ENSG00000127423	1	25831913	25859458	25859458	-	AUNIP	protein_coding
ENSG00000182749	1	25861484	25875708	25875708	-	PAQR7	protein_coding
ENSG00000117632	1	25884181	25906991	25906991	-	STMN1	protein_coding
ENSG00000158006	1	25959767	25998117	25998117	-	PAFAH2	protein_coding
ENSG00000158008	1	26019884	26036464	26019884	+	EXTL1	protein_coding
ENSG00000158014	1	26037252	26046118	26046118	-	SLC30A2	protein_coding
ENSG00000158022	1	26051301	26068436	26068436	-	TRIM63	protein_coding
ENSG00000175087	1	26111165	26125555	26111165	+	PDIK1L	protein_coding
ENSG00000197245	1	26159079	26163962	26159079	+	FAM110D	protein_coding
ENSG00000282872	1	26164101	26168963	26168963	-	C1orf232	protein_coding
ENSG00000236782	1	26169516	26171832	26171832	-	ZNF593OS	protein_coding
ENSG00000142684	1	26169908	26170873	26169908	+	ZNF593	protein_coding
ENSG00000142675	1	26177484	26189884	26177484	+	CNKSR1	protein_coding
ENSG00000188782	1	26190561	26202968	26190561	+	CATSPER4	protein_coding
ENSG00000130695	1	26234200	26278808	26234200	+	CEP85	protein_coding
ENSG00000142669	1	26280086	26281522	26280086	+	SH3BGRL3	protein_coding
ENSG00000158062	1	26281328	26318363	26318363	-	UBXN11	protein_coding
ENSG00000169442	1	26317958	26320523	26317958	+	CD52	protein_coding
ENSG00000176092	1	26321698	26360080	26360080	-	CRYBG2	protein_coding
ENSG00000176083	1	26361634	26374522	26374522	-	ZNF683	protein_coding
ENSG00000131914	1	26410817	26429728	26410817	+	LIN28A	protein_coding
ENSG00000117682	1	26432282	26471306	26432282	+	DHDDS	protein_coding
ENSG00000198830	1	26472440	26478209	26472440	+	HMGN2	protein_coding
ENSG00000117676	1	26529761	26575030	26529761	+	RPS6KA1	protein_coding
ENSG00000117713	1	26693236	26782104	26693236	+	ARID1A	protein_coding
ENSG00000060642	1	26787054	26800659	26787054	+	PIGV	protein_coding
ENSG00000204160	1	26826688	26857604	26826688	+	ZDHHC18	protein_coding
ENSG00000175793	1	26863149	26864456	26863149	+	SFN	protein_coding
ENSG00000142751	1	26876132	26890283	26890283	-	GPN2	protein_coding
ENSG00000198746	1	26890488	26900467	26900467	-	GPATCH3	protein_coding
ENSG00000090273	1	26900238	26946871	26900238	+	NUDC	protein_coding
ENSG00000131910	1	26911489	26913975	26913975	-	NR0B2	protein_coding
ENSG00000175707	1	26949562	26960468	26960468	-	KDF1	protein_coding
ENSG00000253368	1	26993692	27001912	26993692	+	TRNP1	protein_coding
ENSG00000158246	1	27005020	27012850	27012850	-	TENT5B	protein_coding
