locus	locus_pos	gene	caldera	multi	n_genes	dist	pops	coding	impute_pops	ensgid
chr11_133099939_134357922_1_rs2156675	11_133407509_134096676	VPS26B	0.0967891182749537	0.0542621002139747	5	387056	0.0851831745390309	0	FALSE	ENSG00000151502
chr11_82433549_84049797_1_rs12283611	11_83187277_83844472	DLG2	1	0.983627882195873	1	0	1.15840201548006	0	FALSE	ENSG00000150672
chr12_122304256_124621429_1_rs10847864	12_123026598_123626598	HIP1R	0.391624847751656	0.325584828090969	12	0	0.46757156780392	0	FALSE	ENSG00000130787
chr12_122304256_124621429_1_rs10847864	12_123026598_123626598	VPS37B	0.0939814407307348	0.0781332732070715	12	23279	0.243705720097387	0	FALSE	ENSG00000139722
chr12_122304256_124621429_1_rs10847864	12_123026598_123626598	CCDC62	0.088953891089834	0.0739535233905085	12	14523	0.0936459533397158	0	FALSE	ENSG00000130783
chr12_122304256_124621429_1_rs10847864	12_123026598_123626598	ABCB9	0.0881656956201327	0.0732982419700929	12	78900	0.507257196494957	0	FALSE	ENSG00000150967
chr12_122304256_124621429_1_rs10847864	12_123026598_123626598	PITPNM2	0.0483935354652075	0.0402328938411625	12	141429	0.275587013722759	0	FALSE	ENSG00000090975
chr12_122304256_124621429_1_rs10847864	12_123026598_123626598	ARL6IP4	0.0472915734185455	0.0393167565593098	12	138009	0.255023281098338	0	FALSE	ENSG00000182196
chr12_122304256_124621429_1_rs10847864	12_123026598_123626598	KNTC1	0.0436620877319473	0.0362993140244094	12	215655	0.318983888993724	0	FALSE	ENSG00000184445
chr12_122304256_124621429_1_rs10847864	12_123026598_123626598	DENR	0.0425800861042768	0.035399771219703	12	70987	0.0214154113817126	0	FALSE	ENSG00000139726
chr12_122304256_124621429_1_rs10847864	12_123026598_123626598	HCAR3	0.0402921344974307	0.0334976387710801	12	125240	0.130979051632432	0	FALSE	ENSG00000255398
chr12_122304256_124621429_1_rs10847864	12_123026598_123626598	HCAR2	0.0402183076042914	0.0334362613675541	12	138694	0.155764048044878	0	FALSE	ENSG00000182782
chr12_122304256_124621429_1_rs10847864	12_123026598_123626598	OGFOD2	0.0375626087675694	0.0312283952064063	12	132529	0.102001838619051	0	FALSE	ENSG00000111325
chr12_122304256_124621429_1_rs10847864	12_123026598_123626598	HCAR1	0.0372737912183742	0.0309882811976956	12	111207	0.052710725266545	0	FALSE	ENSG00000196917
chr12_132522983_133810887_1_rs11610045	12_132758157_133363768	FBRSL1	0.525028775138124	0.291078181082722	9	2369	0.481851493778164	0	FALSE	ENSG00000112787
chr12_132522983_133810887_1_rs11610045	12_132758157_133363768	LRCOL1	0.0696673782325573	0.0386238901504016	9	115968	0	0	TRUE	ENSG00000204583
chr12_132522983_133810887_1_rs11610045	12_132758157_133363768	PGAM5	0.0688769296621661	0.0381856621084274	9	223637	0.159931458763212	0	FALSE	ENSG00000247077
chr12_132522983_133810887_1_rs11610045	12_132758157_133363768	ANKLE2	0.0685015243354351	0.0379775358021218	9	238321	0.172740803862345	0	FALSE	ENSG00000176915
chr12_132522983_133810887_1_rs11610045	12_132758157_133363768	GOLGA3	0.0650580167865072	0.0360684406032485	9	281720	0.183370637359728	0	FALSE	ENSG00000090615
chr12_132522983_133810887_1_rs11610045	12_132758157_133363768	POLE	0.0576142245836986	0.0319415706156345	9	136571	-0.0761990730636999	0	FALSE	ENSG00000177084
chr12_132522983_133810887_1_rs11610045	12_132758157_133363768	P2RX2	0.0548012465051568	0.030382043631019	9	131594	-0.116522430020106	0	FALSE	ENSG00000187848
chr12_132522983_133810887_1_rs11610045	12_132758157_133363768	PXMP2	0.0537027765080443	0.0297730472028721	9	200405	-0.0220124874804567	0	FALSE	ENSG00000176894
chr12_132522983_133810887_1_rs11610045	12_132758157_133363768	GALNT9	0.0367491282483102	0.0203738726588456	9	157833	-0.315375407052522	0	FALSE	ENSG00000182870
chr12_38424231_41991104_6_rs4272849	12_40331608_41113733	LRRK2	0.687054846450429	0.973478697238703	4	0	2.24216630312307	0	FALSE	ENSG00000188906
chr12_38424231_41991104_6_rs4272849	12_40331608_41113733	SLC2A13	0.186684901394742	0.26451130581902	4	132208	0.72851590377347	0	FALSE	ENSG00000151229
chr12_38424231_41991104_6_rs4272849	12_40331608_41113733	CNTN1	0.0702689899727732	0.0995631792256198	4	454142	0.337790183842334	0	FALSE	ENSG00000018236
chr12_38424231_41991104_6_rs4272849	12_40331608_41113733	MUC19	0.0559912621820554	0.0793332602882245	4	155098	-0.0851969912293983	0	FALSE	ENSG00000205592
chr12_45586071_47011382_1_rs7134559	12_45906093_46754899	SCAF11	0.32927830475526	0.232518230137018	4	33183	0.243244618507723	0.00723330040903403	FALSE	ENSG00000139218
chr12_45586071_47011382_1_rs7134559	12_45906093_46754899	ARID2	0.318813347606887	0.225128452919816	4	117263	0.570477380253985	0	FALSE	ENSG00000189079
chr12_45586071_47011382_1_rs7134559	12_45906093_46754899	SLC38A1	0.203416482972712	0.143641533373013	4	157760	0.317387613112261	0	FALSE	ENSG00000111371
chr12_45586071_47011382_1_rs7134559	12_45906093_46754899	SLC38A2	0.148491864665141	0.104856788507056	4	332885	0.292994265571483	0	FALSE	ENSG00000134294
chr13_49253729_50487663_1_rs9535211	13_49540290_50704458	CAB39L	0.546946509924276	0.304899275129864	13	0	0.464844441248663	0	FALSE	ENSG00000102547
chr13_49253729_50487663_1_rs9535211	13_49540290_50704458	SETDB2	0.0632768362735708	0.0352741285706237	13	78507	0.0992270416580811	0	FALSE	ENSG00000136169
chr13_49253729_50487663_1_rs9535211	13_49540290_50704458	FNDC3A	0.0550374039820488	0.0306809976381044	13	155988	0.187100146579241	0	FALSE	ENSG00000102531
chr13_49253729_50487663_1_rs9535211	13_49540290_50704458	CDADC1	0.0516638610047576	0.0288003917840915	13	72282	-0.0468734728906448	0	FALSE	ENSG00000102543
chr13_49253729_50487663_1_rs9535211	13_49540290_50704458	EBPL	0.0413110937252158	0.0230291670265599	13	294907	0.173104933336514	0	FALSE	ENSG00000123179
chr13_49253729_50487663_1_rs9535211	13_49540290_50704458	RCBTB1	0.0407688839136634	0.0227269082580863	13	166179	0.0188801486343037	0	FALSE	ENSG00000136144
chr13_49253729_50487663_1_rs9535211	13_49540290_50704458	PHF11	0.0399478867227563	0.0222692374550934	13	129843	-0.0562874141197528	0	FALSE	ENSG00000136147
chr13_49253729_50487663_1_rs9535211	13_49540290_50704458	ARL11	0.0321473839577044	0.0179207909515366	13	262740	-0.00942577914063967	0	FALSE	ENSG00000152213
chr13_49253729_50487663_1_rs9535211	13_49540290_50704458	KPNA3	0.0296869690352282	0.0165492149148131	13	333553	0.00300387323634406	0	FALSE	ENSG00000102753
chr13_49253729_50487663_1_rs9535211	13_49540290_50704458	MLNR	0.026757860925842	0.0149163624820359	13	143390	-0.275165463802369	0	FALSE	ENSG00000102539
chr13_49253729_50487663_1_rs9535211	13_49540290_50704458	KCNRG	0.0242785144223313	0.0135342328989788	13	649487	0.0511077814908618	0	FALSE	ENSG00000198553
chr13_49253729_50487663_1_rs9535211	13_49540290_50704458	SPRYD7	0.0241460486228095	0.0134603888840325	13	546935	0.00388048373968836	0	FALSE	ENSG00000123178
chr13_49253729_50487663_1_rs9535211	13_49540290_50704458	TRIM13	0.0240307474897957	0.0133961134361785	13	630121	0.0371552106695179	0	FALSE	ENSG00000204977
chr13_97268474_98596882_1_rs6491345	13_97537105_98215358	MBNL2	0.6778367552643	0.562723191365271	3	0	-0.0156409969634094	0	FALSE	ENSG00000139793
chr13_97268474_98596882_1_rs6491345	13_97537105_98215358	RAP2A	0.231285410114719	0.19200738686003	3	171065	0.291910032172611	0	FALSE	ENSG00000125249
chr13_97268474_98596882_1_rs6491345	13_97537105_98215358	OXGR1	0.0908778346209818	0.0754445148114523	3	268374	-0.23247999831944	0	FALSE	ENSG00000165621
chr14_36948518_38719407_1_rs8005136	14_37449592_38374239	MIPOL1	0.524813046608822	0.544852531313365	4	0	0.195472952188207	0	FALSE	ENSG00000151338
chr14_36948518_38719407_1_rs8005136	14_37449592_38374239	FOXA1	0.267648021282535	0.277867905226636	4	62821	0.554178839745535	0.00552296481926309	FALSE	ENSG00000129514
chr14_36948518_38719407_1_rs8005136	14_37449592_38374239	TTC6	0.11980416971613	0.124378777458983	4	68898	0.00802630490321711	0	FALSE	ENSG00000139865
chr14_36948518_38719407_1_rs8005136	14_37449592_38374239	SLC25A21	0.0877347623925133	0.0910848304603369	4	354125	0.215460879683923	0	FALSE	ENSG00000183032
chr14_54737857_56709043_1_rs11158026	14_55035062_55778602	GCH1	0.69032245382951	0.792825330011791	8	0	1.42187590837425	0	FALSE	ENSG00000131979
chr14_54737857_56709043_1_rs11158026	14_55035062_55778602	WDHD1	0.06580451057501	0.0755755263695676	8	56798	0.160597902641192	0	FALSE	ENSG00000198554
chr14_54737857_56709043_1_rs11158026	14_55035062_55778602	SAMD4A	0.065521945267434	0.0752510042104141	8	88836	0.270695395347177	0	FALSE	ENSG00000020577
chr14_54737857_56709043_1_rs11158026	14_55035062_55778602	SOCS4	0.0479367945903835	0.0550547136052082	8	145079	0.195358408109871	0	FALSE	ENSG00000180008
chr14_54737857_56709043_1_rs11158026	14_55035062_55778602	LGALS3	0.0430791364280539	0.0494757636315129	8	241959	0.258165776765942	0	FALSE	ENSG00000131981
chr14_54737857_56709043_1_rs11158026	14_55035062_55778602	MAPK1IP1L	0.0381630711201979	0.0438297338979603	8	169496	0.0915234641363859	0	FALSE	ENSG00000168175
chr14_54737857_56709043_1_rs11158026	14_55035062_55778602	FBXO34	0.0295958636967211	0.0339904203784336	8	389193	0.145296658440665	0	FALSE	ENSG00000178974
chr14_54737857_56709043_1_rs11158026	14_55035062_55778602	DLGAP5	0.0195762244926902	0.0224830100161209	8	265961	-0.206056096955456	0	FALSE	ENSG00000126787
chr14_74546045_75910523_1_rs3742785	14_74814321_75692298	RPS6KL1	0.276070868265278	0.171588912735409	18	0	0.234709961160577	0	FALSE	ENSG00000198208
chr14_74546045_75910523_1_rs3742785	14_74814321_75692298	DLST	0.173131438569335	0.107608004752908	18	2588	0.238230391963409	0	FALSE	ENSG00000119689
chr14_74546045_75910523_1_rs3742785	14_74814321_75692298	PGF	0.0838101919303378	0.0520913336486265	18	35503	0.362100921211222	0	FALSE	ENSG00000119630
chr14_74546045_75910523_1_rs3742785	14_74814321_75692298	YLPM1	0.0645276341683845	0.0401064649012585	18	46896	0.267780885710901	0	FALSE	ENSG00000119596
chr14_74546045_75910523_1_rs3742785	14_74814321_75692298	PROX2	0.0491710044677102	0.0305617149963646	18	30177	-0.0105337981812622	0	FALSE	ENSG00000119608
chr14_74546045_75910523_1_rs3742785	14_74814321_75692298	MLH3	0.0391267797386968	0.0243188339153176	18	107438	0.16804207618896	0	FALSE	ENSG00000119684
chr14_74546045_75910523_1_rs3742785	14_74814321_75692298	AREL1	0.0387428513805713	0.0240802073265978	18	193214	0.31116069878464	0	FALSE	ENSG00000119682
chr14_74546045_75910523_1_rs3742785	14_74814321_75692298	TMED10	0.0359268880134269	0.0223299752376157	18	225138	0.303921406010476	0	FALSE	ENSG00000170348
chr14_74546045_75910523_1_rs3742785	14_74814321_75692298	NEK9	0.0336358439441202	0.0209060011567884	18	173022	0.196603541531373	0	FALSE	ENSG00000119638
chr14_74546045_75910523_1_rs3742785	14_74814321_75692298	FCF1	0.0324345736402902	0.0201593643724339	18	167711	0.166470137831976	0	FALSE	ENSG00000119616
chr14_74546045_75910523_1_rs3742785	14_74814321_75692298	EIF2B2	0.0320736992446068	0.0199350667289395	18	96590	0.0195353814834806	0	FALSE	ENSG00000119718
chr14_74546045_75910523_1_rs3742785	14_74814321_75692298	ACYP1	0.0315683543986255	0.0196209750132028	18	146906	0.116271053732059	0	FALSE	ENSG00000119640
chr14_74546045_75910523_1_rs3742785	14_74814321_75692298	ZC2HC1C	0.0240739455955137	0.0149629049089535	18	157778	-0.030459539579293	0	FALSE	ENSG00000119703
chr14_74546045_75910523_1_rs3742785	14_74814321_75692298	LTBP2	0.021473500724711	0.0133466260497852	18	293953	0.0587216510338328	0	FALSE	ENSG00000119681
chr14_74546045_75910523_1_rs3742785	14_74814321_75692298	NPC2	0.0188919085192303	0.0117420648642892	18	412154	0.0674201679370152	0	FALSE	ENSG00000119655
chr14_74546045_75910523_1_rs3742785	14_74814321_75692298	ISCA2	0.0179636465569825	0.0111651135117738	18	409225	0.0351249677275554	0	FALSE	ENSG00000165898
chr14_74546045_75910523_1_rs3742785	14_74814321_75692298	SYNDIG1L	0.016501399088479	0.0102562691456616	18	480121	0.0246106515096012	0	FALSE	ENSG00000183379
chr14_74546045_75910523_1_rs3742785	14_74814321_75692298	VRTN	0.0108754717537	0.00675953383067162	18	546323	-0.193794426621127	0	FALSE	ENSG00000133980
chr14_87865902_89141174_1_rs2008686	14_88144882_88787570	GPR65	0.52384802986627	0.612034864035979	3	4622	0.548065436653204	0	FALSE	ENSG00000140030
chr14_87865902_89141174_1_rs2008686	14_88144882_88787570	GALC	0.360695596366361	0.42141664699363	3	25768	0.48538293706932	0	FALSE	ENSG00000054983
chr14_87865902_89141174_1_rs2008686	14_88144882_88787570	KCNK10	0.11545637376737	0.134892797132097	3	160670	0.0240256185939297	0	FALSE	ENSG00000100433
chr15_50213401_51786126_1_rs28648524	15_50416633_51346997	USP8	0.409316299940512	0.331779199789161	10	0	0.358470923218431	0	FALSE	ENSG00000138592
chr15_50213401_51786126_1_rs28648524	15_50416633_51346997	USP50	0.311245463421673	0.25228599693454	10	0	0.127490307540781	0	FALSE	ENSG00000170236
chr15_50213401_51786126_1_rs28648524	15_50416633_51346997	TRPM7	0.0843357778405354	0.0683599868600295	10	57261	0.255649968857208	0	FALSE	ENSG00000092439
chr15_50213401_51786126_1_rs28648524	15_50416633_51346997	SPPL2A	0.0401982857401172	0.0325834936885984	10	207054	0.115857381232597	0	FALSE	ENSG00000138600
chr15_50213401_51786126_1_rs28648524	15_50416633_51346997	ENSG00000288645	0.0376865116914181	0.0305475269214561	10	153590	0	0	TRUE	ENSG00000288645
chr15_50213401_51786126_1_rs28648524	15_50416633_51346997	GABPB1	0.0328482674129342	0.0266257949617633	10	139804	-0.108477064092982	0	FALSE	ENSG00000104064
chr15_50213401_51786126_1_rs28648524	15_50416633_51346997	AP4E1	0.0318969719002389	0.0258547040865381	10	413460	0.149799330656398	0	FALSE	ENSG00000081014
chr15_50213401_51786126_1_rs28648524	15_50416633_51346997	ATP8B4	0.0194057245166081	0.0157296832605613	10	312395	-0.225054366276912	0	FALSE	ENSG00000104043
chr15_50213401_51786126_1_rs28648524	15_50416633_51346997	SLC27A2	0.0191035554019094	0.0154847542726605	10	258827	-0.282563329108599	0	FALSE	ENSG00000140284
chr15_50213401_51786126_1_rs28648524	15_50416633_51346997	HDC	0.013963142134054	0.0113180934266533	10	229247	-0.503442366257858	0	FALSE	ENSG00000140287
chr15_61467903_62597290_1_rs2251086	15_61693702_62297599	VPS13C	1	0.550795574129277	1	147203	0.110803812675919	0	FALSE	ENSG00000129003
chr16_18744424_19779882_1_rs6497339	16_18977493_19579464	SYT17	0.563675059518979	0.387450029861416	9	0	0.429341337220449	0	FALSE	ENSG00000103528
chr16_18744424_19779882_1_rs6497339	16_18977493_19579464	CLEC19A	0.0864069992895215	0.0593930738811289	9	19560	-0.174629177202941	0	FALSE	ENSG00000261210
chr16_18744424_19779882_1_rs6497339	16_18977493_19579464	GDE1	0.0699485340205458	0.048080114841608	9	235522	0.317075101191081	0	FALSE	ENSG00000006007
chr16_18744424_19779882_1_rs6497339	16_18977493_19579464	VPS35L	0.0603868868198504	0.0415077813120827	9	289069	0.277307345492273	0	FALSE	ENSG00000103544
chr16_18744424_19779882_1_rs6497339	16_18977493_19579464	COQ7	0.0518597784597364	0.0356465526964738	9	186076	0.0703830708462519	0	FALSE	ENSG00000167186
chr16_18744424_19779882_1_rs6497339	16_18977493_19579464	ITPRIPL2	0.0497393802241684	0.0341890669592301	9	144542	-0.0197362637732751	0	FALSE	ENSG00000205730
chr16_18744424_19779882_1_rs6497339	16_18977493_19579464	TMC5	0.0418648784469416	0.0287764167147188	9	144325	-0.126510678319563	0	FALSE	ENSG00000103534
chr16_18744424_19779882_1_rs6497339	16_18977493_19579464	CCP110	0.0393970406270953	0.0270801134619041	9	257640	-0.0163376138417467	0	FALSE	ENSG00000103540
chr16_18744424_19779882_1_rs6497339	16_18977493_19579464	TMC7	0.0367214425931616	0.0252410032855032	9	202229	-0.121227840590205	0	FALSE	ENSG00000170537
chr16_27801487_29519356_1_rs2904880	16_28525100_29295757	RABEP2	0.300986608776975	0.213770448343725	16	0	0.31886219271355	0	FALSE	ENSG00000177548
chr16_27801487_29519356_1_rs2904880	16_28525100_29295757	CD19	0.113794589952276	0.0808206073088566	16	0	-0.356129324053632	0	FALSE	ENSG00000177455
chr16_27801487_29519356_1_rs2904880	16_28525100_29295757	SPNS1	0.0797859679215881	0.0566665812922395	16	41146	0.3736028190108	0	FALSE	ENSG00000169682
chr16_27801487_29519356_1_rs2904880	16_28525100_29295757	LAT	0.0701954551543216	0.0498550881748699	16	51751	0.35017447092659	0	FALSE	ENSG00000213658
chr16_27801487_29519356_1_rs2904880	16_28525100_29295757	ATP2A1	0.0623134849960552	0.0442570574139301	16	28609	0.127636547684033	0	FALSE	ENSG00000196296
chr16_27801487_29519356_1_rs2904880	16_28525100_29295757	SH2B1	0.0600565764237219	0.0426541277708509	16	58863	0.257293865088708	0.005741891010926	FALSE	ENSG00000178188
chr16_27801487_29519356_1_rs2904880	16_28525100_29295757	NFATC2IP	0.0576405139866249	0.0409381618928229	16	17732	-0.0382288652678623	0	FALSE	ENSG00000176953
chr16_27801487_29519356_1_rs2904880	16_28525100_29295757	ATXN2L	0.0570278961224433	0.0405030608229725	16	95838	0.375581052020758	0	FALSE	ENSG00000168488
chr16_27801487_29519356_1_rs2904880	16_28525100_29295757	TUFM	0.0499183093899557	0.0354536018137559	16	86727	0.267538330321238	0	FALSE	ENSG00000178952
chr16_27801487_29519356_1_rs2904880	16_28525100_29295757	EIF3C	0.032153046328442	0.0228361359901584	16	197348	0.205554187992598	0	FALSE	ENSG00000184110
chr16_27801487_29519356_1_rs2904880	16_28525100_29295757	NUPR1	0.0247147555847673	0.017553220734734	16	394067	0.221369267616657	0	FALSE	ENSG00000176046
chr16_27801487_29519356_1_rs2904880	16_28525100_29295757	NPIPB9	0.0206264359716864	0.0146495635912751	16	160211	-0.117930063715924	0	FALSE	ENSG00000196993
chr16_27801487_29519356_1_rs2904880	16_28525100_29295757	SULT1A1	0.0197395538227875	0.0140196711340374	16	323031	0.0340923179529571	0	FALSE	ENSG00000196502
chr16_27801487_29519356_1_rs2904880	16_28525100_29295757	SGF29	0.0182760561245578	0.0129802476182478	16	341285	0.00143013935592539	0	FALSE	ENSG00000176476
chr16_27801487_29519356_1_rs2904880	16_28525100_29295757	SULT1A2	0.016906449393575	0.0120075085115929	16	336025	-0.0496983643381435	0	FALSE	ENSG00000197165
chr16_27801487_29519356_1_rs2904880	16_28525100_29295757	NPIPB8	0.0158643000502222	0.0112673402586766	16	274331	-0.139935974424925	0	FALSE	ENSG00000255524
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	SETD1A	0.208449141639346	0.10267630293501	32	0	0.256771913416381	0	FALSE	ENSG00000099381
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	FBXL19	0.0551600815706008	0.0271703361343746	32	17695	0.163035351643349	0	FALSE	ENSG00000099364
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	ORAI3	0.0536633399930806	0.0264330824790211	32	10017	0.0107854284080581	0	FALSE	ENSG00000175938
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	STX4	0.0498854470038236	0.0245721964999743	32	66411	0.429608055602813	0	FALSE	ENSG00000103496
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	STX1B	0.046339864638905	0.0228257403326888	32	22778	0.117747897416394	0	FALSE	ENSG00000099365
